#OTU_ID	KEGG_Description	KEGG_Pathways
K04134	muscarinic acetylcholine receptor (CHRMN)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04135	adrenergic receptor alpha-1A (ADRA1A)	Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signal transduction;AMPK signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04136	adrenergic receptor alpha-1B (ADRA1B)	Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04137	adrenergic receptor alpha-1D (ADRA1D)	Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04138	adrenergic receptor alpha-2A (ADRA2A)	Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04139	adrenergic receptor alpha-2B (ADRA2B)	Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04140	adrenergic receptor alpha-2C (ADRA2C)	Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04141	adrenergic receptor beta-1 (ADRB1)	Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Digestive system;Salivary secretion|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Cellular processes;Transport and catabolism;Endocytosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04142	adrenergic receptor beta-2 (ADRB2)	Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Digestive system;Salivary secretion|Cellular processes;Transport and catabolism;Endocytosis|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04143	adrenergic receptor beta-3 (ADRB3)	Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Digestive system;Salivary secretion|Cellular processes;Transport and catabolism;Endocytosis|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04144	dopamine receptor D1 (DRD1)	Organismal Systems;Nervous system;Dopaminergic synapse|Human diseases;Neurodegenerative diseases;Parkinson's disease|Human diseases;Substance dependence;Cocaine addiction|Human diseases;Substance dependence;Amphetamine addiction|Human diseases;Substance dependence;Morphine addiction|Human diseases;Substance dependence;Alcoholism|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04145	dopamine receptor D2 (DRD2)	Organismal Systems;Nervous system;Dopaminergic synapse|Human diseases;Neurodegenerative diseases;Parkinson's disease|Human diseases;Substance dependence;Cocaine addiction|Human diseases;Substance dependence;Alcoholism|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04146	dopamine receptor D3 (DRD3)	Organismal Systems;Nervous system;Dopaminergic synapse|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04147	dopamine receptor D4 (DRD4)	Organismal Systems;Nervous system;Dopaminergic synapse|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04148	dopamine D1-like receptor (DRD1N, DopR)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04149	histamine receptor H1 (HRH1)	Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04150	histamine receptor H2 (HRH2)	Organismal Systems;Digestive system;Gastric acid secretion|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04151	histamine receptor H3 (HRH3)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04152	histamine receptor H4 (HRH4)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04153	5-hydroxytryptamine receptor 1 (HTR1)	Organismal Systems;Nervous system;Serotonergic synapse|Organismal Systems;Sensory system;Taste transduction|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04157	5-hydroxytryptamine receptor 2 (HTR2)	Organismal Systems;Nervous system;Serotonergic synapse|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04160	5-hydroxytryptamine receptor 4 (HTR4)	Organismal Systems;Nervous system;Serotonergic synapse|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04161	5-hydroxytryptamine receptor 5 (HTR5)	Organismal Systems;Nervous system;Serotonergic synapse|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04162	5-hydroxytryptamine receptor 6 (HTR6)	Organismal Systems;Nervous system;Serotonergic synapse|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04163	5-hydroxytryptamine receptor 7 (HTR7)	Organismal Systems;Nervous system;Serotonergic synapse|Environmental information processing;Signal transduction;Ras signaling pathway|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04165	Octopamine receptor (Oamb)	None
K04166	angiotensin II receptor type 1 (AGTR1)	Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Endocrine system;Renin-angiotensin system|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Endocrine and metabolic diseases;AGE-RAGE signaling pathway in diabetic complications|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04167	angiotensin II receptor type 2 (AGTR2)	Organismal Systems;Endocrine system;Renin-angiotensin system|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04168	neuromedin B receptor (NMBR)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04169	gastrin-releasing peptide receptor (GRPR)	Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04170	bombesin-like receptor 3 (BRS3)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04171	G protein-coupled receptor 77 (GPR77)	None
K04172	formyl peptide receptor 1 (FPR1)	Human diseases;Infectious diseases_Bacterial;Staphylococcus aureus infection|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04173	formyl peptide receptor-like (FPRL)	Human diseases;Infectious diseases_Bacterial;Staphylococcus aureus infection|Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04174	apelin receptor (APLNR)	Environmental information processing;Signaling molecules and interaction;Neuroactive ligand-receptor interaction
K04175	interleukin 8 receptor alpha (IL8RA, CXCR1)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Infectious diseases_Bacterial;Epithelial cell signaling in Helicobacter pylori infection|Cellular processes;Transport and catabolism;Endocytosis|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04176	C-C chemokine receptor type 1 (CCR1)	Organismal Systems;Immune system;Chemokine signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04177	C-C chemokine receptor type 2 (CCR2)	Organismal Systems;Immune system;Chemokine signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04178	C-C chemokine receptor type 3 (CCR3)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Cancers_overview;Viral carcinogenesis|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04179	C-C chemokine receptor type 4 (CCR4)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Cancers_overview;Viral carcinogenesis|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04180	C-C chemokine receptor type 5 (CCR5)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Cancers_overview;Viral carcinogenesis|Human diseases;Infectious diseases_Parasitic;Toxoplasmosis|Cellular processes;Transport and catabolism;Endocytosis|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04181	C-C chemokine receptor type 6 (CCR6)	Organismal Systems;Immune system;Chemokine signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04182	C-C chemokine receptor type 7 (CCR7)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Cancers_overview;Transcriptional misregulation in cancer|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04183	C-C chemokine receptor type 8 (CCR8)	Organismal Systems;Immune system;Chemokine signaling pathway|Human diseases;Cancers_overview;Viral carcinogenesis|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04184	C-C chemokine receptor type 9 (CCR9)	Organismal Systems;Immune system;Intestinal immune network for IgA production|Organismal Systems;Immune system;Chemokine signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
K04185	C-C chemokine receptor type 10 (CCR10)	Organismal Systems;Immune system;Intestinal immune network for IgA production|Organismal Systems;Immune system;Chemokine signaling pathway|Environmental information processing;Signaling molecules and interaction;Cytokine-cytokine receptor interaction
